time,pressure_hPa,precipitation_mm,luminous_intensity_lux,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos,is_active_alert,alert_severity,alert_id
2024-12-12 16:10:00,882.29,0.0,866.302,-0.8870108331782218,-0.4617486132350336,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 16:20:00,882.356,0.0,759.768,-0.90630778703665,-0.42261826174069916,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 16:30:00,882.4590000000002,0.0,984.453,-0.9238795325112865,-0.38268343236509034,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 16:40:00,882.6729999999998,0.0,660.9730000000001,-0.9396926207859082,-0.3420201433256694,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 16:50:00,882.8100000000001,0.0,457.668,-0.9537169507482267,-0.3007057995042738,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 17:00:00,882.958888888889,0.0,420.0444444444445,-0.9659258262890683,-0.25881904510252063,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 17:10:00,882.96,0.0,313.5280000000001,-0.9762960071199334,-0.21643961393810282,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 17:20:00,883.0990000000002,0.0,166.441,-0.984807753012208,-0.17364817766693033,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 17:30:00,883.1390000000001,0.0,67.646,-0.9914448613738104,-0.13052619222005163,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 17:40:00,883.074,0.0,31.335,-0.9961946980917455,-0.08715574274765825,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 17:50:00,883.04,0.0,26.910000000000004,-0.9990482215818578,-0.04361938736533613,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 18:00:00,883.218888888889,0.0,26.41666666666667,-1.0,-1.8369701987210297e-16,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 18:10:00,883.3629999999999,0.0,26.910000000000004,-0.9990482215818578,0.043619387365335764,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 18:20:00,883.6049999999999,0.0,26.910000000000004,-0.9961946980917455,0.08715574274765789,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 18:30:00,883.6809999999999,0.0,26.170000000000005,-0.9914448613738105,0.13052619222005127,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 18:40:00,883.71,0.0,26.725,-0.9848077530122081,0.17364817766692997,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 18:50:00,883.75,0.0,26.170000000000005,-0.9762960071199335,0.21643961393810246,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 19:00:00,883.826,0.0,26.725000000000005,-0.9659258262890684,0.2588190451025203,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 19:10:00,883.8300000000002,0.0,26.725000000000005,-0.9537169507482268,0.30070579950427345,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 19:20:00,883.8900000000001,0.0,27.28,-0.9396926207859083,0.342020143325669,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 19:30:00,884.0910000000001,0.0,27.09500000000001,-0.9238795325112866,0.38268343236509,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 19:40:00,884.32,0.0,26.355,-0.9063077870366503,0.42261826174069883,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 19:50:00,884.58,0.0,26.82777777777778,-0.887010833178222,0.46174861323503325,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 20:00:00,884.698,0.0,27.465000000000003,-0.8660254037844386,0.5000000000000001,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 20:10:00,884.7239999999999,0.0,26.910000000000004,-0.8433914458128857,0.5372996083468239,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 20:20:00,884.78,0.0,26.910000000000004,-0.8191520442889918,0.573576436351046,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 20:30:00,884.869,0.0,26.725000000000005,-0.7933533402912352,0.6087614290087205,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 20:40:00,884.9770000000001,0.0,26.910000000000004,-0.7660444431189781,0.6427876096865393,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 20:50:00,885.108,0.0,27.095,-0.7372773368101242,0.6755902076156601,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 21:00:00,885.159,0.0,26.540000000000003,-0.7071067811865477,0.7071067811865474,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 21:10:00,885.2950000000001,0.0,26.910000000000004,-0.6755902076156605,0.7372773368101239,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 21:20:00,885.463,0.0,26.540000000000003,-0.6427876096865396,0.7660444431189778,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 21:30:00,885.5255555555555,0.0,26.21111111111112,-0.6087614290087209,0.7933533402912349,-0.3204232733919109,0.947274472298717,False,,
2024-12-12 21:40:00,885.5150000000001,0.0,26.725,-0.5735764363510465,0.8191520442889916,-0.3204232733919109,0.947274472298717,False,,
